pckg, tiempo_envio [ns], tiempo_recibido [ns], terminal_envio, terminal_recibido, latencia [ns], profunidad, drivers
08265b63,36685,39965,4,8,3280,16,12
09fe91d1,35985,40325,5,9,4340,16,12
03e618a1,36365,40685,6,3,4320,16,12
0962ad57,35755,41045,7,9,5290,16,12
09e28bd2,34885,41405,8,9,6520,16,12
03c603b0,37215,41765,9,3,4550,16,12
047be718,37085,42125,10,4,5040,16,12
04c4bd94,37495,42485,11,4,4990,16,12
0a3870a7,35205,42845,0,10,7640,16,12
0530762b,37535,43205,1,5,5670,16,12
0150deb0,36655,43565,2,1,6910,16,12
00fdd2a7,36935,43925,3,0,6990,16,12
0aa4b152,37385,44285,4,10,6900,16,12
0279a0b7,36985,44645,5,2,7660,16,12
003327e6,37335,45005,6,0,7670,16,12
015fb4c7,37545,45365,7,1,7820,16,12
0afb6652,135005,135385,2,10,380,16,12
031340a9,135005,135745,9,3,740,16,12
0956786b,135005,136465,11,9,1460,16,12
0461ab69,135005,136825,9,4,1820,16,12
02488352,135005,137185,2,2,2180,16,12
01fb52a9,135005,137545,9,1,2540,16,12
0569ab43,135005,137905,3,5,2900,16,12
0883dc99,135005,138265,9,8,3260,16,12
0a9a18f8,135005,138625,8,10,3620,16,12
0a2ed3db,135005,138985,11,10,3980,16,12
01ff29c3,135005,139345,3,1,4340,16,12
069e94e1,135005,139705,1,6,4700,16,12
07b49ca2,135005,140065,2,7,5060,16,12
00e07296,135005,140425,6,0,5420,16,12
04921c07,135005,140785,7,4,5780,16,12
06466e60,135005,141505,0,6,6500,16,12
01295b94,135005,141865,4,1,6860,16,12
0251e0b9,135005,142225,9,2,7220,16,12
063050d0,135005,142585,0,6,7580,16,12
037edc8b,135005,142945,11,3,7940,16,12
07f38865,135005,143305,5,7,8300,16,12
0a2e2ed5,135005,143665,5,10,8660,16,12
00344b84,337055,337435,4,0,380,16,12
08b85c84,438305,438745,4,8,440,16,12
0923a046,438535,439115,6,9,580,16,12
065f9a1a,438415,439525,10,6,1110,16,12
0155527b,438345,439885,11,1,1540,16,12
05d23581,438545,440255,1,5,1710,16,12
00c80963,438575,440625,3,0,2050,16,12
09c6e1f4,438465,440985,4,9,2520,16,12
0038eed4,539325,539925,4,0,600,16,12
01403ad6,539495,540295,6,1,800,16,12
0ab2b2b0,539345,540745,0,10,1400,16,12
0395e810,12035,12445,2,3,410,12,4
034d6091,12075,13165,0,3,1090,12,4
03f998d0,12255,13525,1,3,1270,12,4
037cd0d1,12415,14255,0,3,1840,12,4
03752123,12345,14615,1,3,2270,12,4
003f1762,23025,23445,2,0,420,12,4
03724c62,23215,23855,2,3,640,12,4
01784c50,34075,34485,0,1,410,12,4
022d6120,34275,34845,1,2,570,12,4
013d2aa0,34135,35205,2,1,1070,12,4
02696ce3,34395,35925,0,2,1530,12,4
00726653,34765,36285,1,0,1520,12,4
00421200,34955,36645,2,0,1690,12,4
024b3412,35855,37365,0,2,1510,12,4
00265b63,36135,37725,1,0,1590,12,4
00a4b151,36595,38085,2,0,1490,12,4
000f3780,35955,38445,3,0,2490,12,4
03fdd2a3,36325,38805,0,3,2480,12,4
00265b63,36135,39165,1,0,3030,12,4
01ff29c0,135005,135385,0,1,380,12,4
02c4bd93,135005,135745,3,2,740,12,4
0033ed02,135005,136105,2,0,1100,12,4
019e7391,135005,136465,1,1,1460,12,4
00b36cb1,135005,136825,1,0,1820,12,4
03e37893,135005,137185,3,3,2180,12,4
035007e2,135005,137545,2,3,2540,12,4
01f38860,135005,137905,0,1,2900,12,4
00ae2b53,438215,438625,3,0,410,12,4
02e94df0,438245,438985,0,2,740,12,4
03119792,438325,439355,2,3,1030,12,4
0195e811,12045,12445,5,1,400,12,7
014d6094,12125,12895,4,1,770,12,7
02056636,23025,23465,6,2,440,12,7
00f998d2,34025,34815,6,0,790,12,7
0397b0d2,34015,35185,1,3,1170,12,7
053e3016,34225,35545,2,5,1320,12,7
05784c51,34575,35905,3,5,1330,12,7
03de9f95,34485,36265,4,3,1780,12,7
052d6122,34855,37345,0,5,2490,12,7
003d2aa2,34595,37705,1,0,3110,12,7
00069f26,34985,38065,2,0,3080,12,7
02f62634,35415,38425,3,2,3010,12,7
0163eae3,35975,38785,4,1,2810,12,7
02fdd6b1,35835,39145,5,2,3310,12,7
023b8133,35725,39505,6,2,3780,12,7
0474a025,35965,39865,0,4,3900,12,7
00572cf4,36045,40225,1,0,4180,12,7
0362ad54,35865,40585,2,3,4720,12,7
04449232,36095,40945,3,4,4850,12,7
05307620,135005,135385,0,5,380,12,7
0228f1f5,135005,136105,5,2,1100,12,7
02599fa3,135005,136465,3,2,1460,12,7
00fc1294,135005,136825,4,0,1820,12,7
00502bc4,135005,137545,4,0,2540,12,7
06e32494,135005,137905,4,6,2900,12,7
015816d5,135005,138265,5,1,3260,12,7
02a0c8e3,135005,138625,3,2,3620,12,7
0691ae64,135005,138985,4,6,3980,12,7
036adab5,135005,139345,5,3,4340,12,7
03bf9c63,135005,139705,3,3,4700,12,7
0399bf11,135005,140065,1,3,5060,12,7
06976670,337355,337835,0,6,480,12,7
05f72fd1,337155,338195,1,5,1040,12,7
069e94e3,337285,338565,3,6,1280,12,7
02102c34,337185,338925,4,2,1740,12,7
06fb9b60,337505,339315,0,6,1810,12,7
041340a3,337435,339705,3,4,2270,12,7
02e8a381,438035,438545,1,2,510,12,7
02187793,438135,438915,3,2,780,12,7
004bf941,539165,539675,1,0,510,12,7
06535240,1045,1435,0,6,390,13,9
0895e815,12105,12545,5,8,440,13,9
084d6097,12185,12905,6,8,720,13,9
08284656,12505,13265,7,8,760,13,9
0897b0d1,12345,14035,3,8,1690,13,9
083e3014,12605,14425,6,8,1820,13,9
027cd0d8,23035,23425,8,2,390,13,9
003f1768,23085,23935,8,0,850,13,9
02dcd3d2,34045,34525,4,2,480,13,9
03de9f91,34205,34895,6,3,690,13,9
00457ed6,34105,35265,8,0,1160,13,9
01df78c2,34165,35625,0,1,1460,13,9
07784c53,34265,35985,1,7,1720,13,9
07724c65,34255,36345,2,7,2090,13,9
00b582d1,34965,36705,3,0,1740,13,9
082d6122,34465,37065,4,8,2600,13,9
038495c6,34795,37425,5,3,2630,13,9
00a4ec53,34785,37785,6,0,3000,13,9
03e28bd8,34895,38145,7,3,3250,13,9
04ccc9d1,35345,38505,8,4,3160,13,9
01f62636,35035,38865,0,1,3830,13,9
06572cf8,35985,39225,1,6,3240,13,9
0174a023,35745,39585,2,1,3840,13,9
01845aa4,35325,39945,3,1,4620,13,9
0079a0b8,37035,40305,4,0,3270,13,9
02b34d85,36395,40665,5,2,4270,13,9
004b3416,36385,41385,7,0,5000,13,9
000f3782,36495,41745,8,0,5250,13,9
08265b61,36745,42105,0,8,5360,13,9
06bf9c60,36805,42465,1,6,5660,13,9
00502bc6,36895,42825,2,0,5930,13,9
01fdd2a5,36955,43185,3,1,6230,13,9
08187796,135005,135385,6,8,380,13,9
01371952,135005,135745,2,1,740,13,9
047a6fd8,135005,136105,8,4,1100,13,9
08241852,135005,136465,2,8,1460,13,9
00d60b76,135005,136825,6,0,1820,13,9
0425a772,135005,137185,2,4,2180,13,9
08caf2a1,135005,137545,1,8,2540,13,9
018fdf76,135005,137905,6,1,2900,13,9
0890b2a7,135005,138265,7,8,3260,13,9
05b49ca0,135005,138625,0,5,3620,13,9
027e4087,135005,138985,7,2,3980,13,9
04779fa0,135005,139345,0,4,4340,13,9
039a18f4,135005,139705,4,3,4700,13,9
05ccec26,135005,140065,6,5,5060,13,9
04b4b496,135005,140425,6,4,5420,13,9
071ff445,135005,141145,5,7,6140,13,9
02fb9b63,135005,141505,3,2,6500,13,9
05000b90,337155,337535,0,5,380,13,9
014f61a2,337065,337905,2,1,840,13,9
0659f268,438145,438625,8,6,480,13,9
05921c00,438115,438985,0,5,870,13,9
0761ab62,438195,439355,2,7,1160,13,9
079837d1,539095,539645,1,7,550,13,9
03535240,1005,1395,0,3,390,11,4
0197b0d2,12155,12795,3,1,640,11,4
017cd0d1,12315,13155,0,1,840,11,4
013f1763,12325,13885,3,1,1560,11,4
02457ed0,23115,23485,0,2,370,11,4
01cdb8f0,34105,34525,2,1,420,11,4
01a4ec51,34295,34885,3,1,590,11,4
018495c2,34335,35245,0,1,910,11,4
0007ae82,34275,35605,1,0,1330,11,4
03e28bd2,34375,35965,2,3,1590,11,4
023870a1,34545,36325,3,2,1780,11,4
007d6531,34965,37045,1,0,2080,11,4
00fe91d1,35295,37405,2,0,2110,11,4
00bc05b0,135005,135385,0,0,380,11,4
039650a2,135005,135745,2,3,740,11,4
03bf9c62,135005,136105,2,3,1100,11,4
017edc83,135005,136825,3,1,1820,11,4
0150deb2,135005,137185,2,1,2180,11,4
006333a0,135005,137545,0,0,2540,11,4
014569f0,135005,137905,0,1,2900,11,4
00bf6d33,337025,337415,3,0,390,11,4
02a595b3,337135,338855,3,2,1720,11,4
03563581,337325,339575,1,3,2250,11,4
03a0c8e2,337385,339935,2,3,2550,11,4
02bb4a30,438215,438655,0,2,440,11,4
00dbc261,438155,439015,1,0,860,11,4
018565f2,438345,439375,2,1,1030,11,4
0190d440,438435,439745,0,1,1310,11,4
0136cda2,539425,539815,2,1,390,11,4
0291ae61,539175,540205,1,2,1030,11,4
00535243,1045,1515,3,0,470,6,5
0295e814,12065,12485,1,2,420,6,5
024d6091,12075,13205,3,2,1130,6,5
0297b0d1,12165,13575,0,2,1410,6,5
01f998d2,23015,23405,2,1,390,6,5
003e3012,23205,23835,2,0,630,6,5
027cd0d1,34105,34545,4,2,440,6,5
01df78c3,34385,34905,0,1,520,6,5
00dcd3d1,34265,35265,1,0,1000,6,5
043f1760,34195,35625,2,4,1430,6,5
03272771,34745,36345,4,3,1600,6,5
03069f24,34885,36705,0,3,1820,6,5
0007ae82,35045,37065,1,0,2020,6,5
03845aa2,35635,37425,2,3,1790,6,5
027d6530,35935,37785,3,2,1850,6,5
0074a024,36215,38145,4,0,1930,6,5
03a4ec53,35125,38505,0,3,3380,6,5
043b8131,35835,38865,1,4,3030,6,5
03845aa2,35635,39225,2,3,3590,6,5
038bdf22,135005,135385,2,3,380,6,5
0350deb1,135005,135745,1,3,740,6,5
0279a0b1,135005,136105,1,2,1100,6,5
033327e4,135005,136465,4,3,1460,6,5
03fe91d0,135005,136825,0,3,1820,6,5
03502bc3,135005,137545,3,3,2540,6,5
014569f2,337025,337405,2,1,380,6,5
03bc05b0,337105,337795,0,3,690,6,5
04e37892,337155,338165,2,4,1010,6,5
04ec0d73,438125,438535,3,4,410,6,5
02d7f0c4,438285,438895,4,2,610,6,5
0312f960,438235,439255,0,3,1020,6,5
037fc511,438215,439615,1,3,1400,6,5
03535242,1085,1475,2,3,390,10,6
0395e810,12095,12475,1,3,380,10,6
03056630,12195,12835,2,3,640,10,6
0397b0d2,12275,13555,4,3,1280,10,6
03f998d5,12365,13925,0,3,1560,10,6
03284652,12415,14285,1,3,1870,10,6
037cd0d4,12605,15045,0,3,2440,10,6
033e3012,12525,15405,1,3,2880,10,6
023f1765,23085,23545,5,2,460,10,6
02784c55,23505,23995,5,2,490,10,6
04ff7e53,34065,34465,1,4,400,10,6
038495c2,34435,34825,2,3,390,10,6
013870a2,34785,35185,3,1,400,10,6
03272774,34095,35545,4,3,1450,10,6
04cdb8f1,34215,35905,5,4,1690,10,6
032d6120,34165,36265,0,3,2100,10,6
0207ae85,34365,36625,1,2,2260,10,6
00726651,34685,36985,2,0,2300,10,6
01c380d4,35135,37345,3,1,2210,10,6
0214c3c4,35745,38065,5,2,2320,10,6
03502bc0,36245,38425,0,3,2180,10,6
017be715,36445,39145,2,1,2700,10,6
028bdf22,35815,39505,3,2,3690,10,6
0379a0b3,36385,39865,4,3,3480,10,6
04241850,36505,40225,5,4,3720,10,6
02a0c8e1,135005,135745,1,2,740,10,6
048fdf71,135005,136105,1,4,1100,10,6
02c603b2,135005,136465,2,2,1460,10,6
05da9f82,135005,136825,2,5,1820,10,6
0112f965,135005,137185,5,1,2180,10,6
04563585,135005,137545,5,4,2540,10,6
01ae2b51,135005,138265,1,1,3260,10,6
031559f0,135005,138625,0,3,3620,10,6
03ec0d70,135005,138985,0,3,3980,10,6
005816d4,135005,139345,4,0,4340,10,6
05119792,337045,337515,2,5,470,10,6
05fcf0e3,337305,337875,3,5,570,10,6
01ebc9a5,337455,338245,5,1,790,10,6
02daddc0,337395,338605,0,2,1210,10,6
0390b2a1,337145,338965,1,3,1820,10,6
04f72fd2,337525,339325,2,4,1800,10,6
04fb9b63,539455,540235,3,4,780,10,6
05187794,539485,540595,4,5,1110,10,6
024d6091,12105,12965,3,2,860,13,10
0297b0d5,12225,13335,5,2,1110,13,10
02056633,12125,13695,6,2,1570,13,10
02dcd3d0,12585,14055,7,2,1470,13,10
027cd0d8,12455,14415,8,2,1960,13,10
02f998d2,12245,14775,9,2,2530,13,10
023f1760,12535,15135,0,2,2600,13,10
023e3013,12435,15865,3,2,3430,13,10
04457ed6,23095,23485,6,4,390,13,10
09df78c6,34065,34465,5,9,400,13,10
07724c69,34225,35215,9,7,990,13,10
03cdb8f0,34525,35935,1,3,1410,13,10
01de9f95,34145,36295,2,1,2150,13,10
0063eae5,35785,36655,3,0,870,13,10
06b582d7,34865,37015,4,6,2150,13,10
05845aa0,35215,37735,6,5,2520,13,10
038495c5,34755,38095,7,3,3340,13,10
02a4ec55,34705,38825,0,2,4120,13,10
07fe91d7,35855,39185,1,7,3330,13,10
063b8133,35315,39545,2,6,4230,13,10
084b3413,36265,39905,3,8,3640,13,10
03b34d84,36365,40265,4,3,3900,13,10
0014c3c0,36125,40625,5,0,4500,13,10
007d6533,35475,40985,6,0,5510,13,10
00fdd6b8,35535,41345,7,0,5810,13,10
09a12895,36485,41705,8,9,5220,13,10
0550deb6,36555,42075,0,5,5520,13,10
05e618a6,36205,42435,1,5,6230,13,10
02c4bd90,135005,135385,0,2,380,13,10
09ec0d76,135005,135745,6,9,740,13,10
07bf6d33,135005,136105,3,7,1100,13,10
04fb6650,135005,136825,0,4,1820,13,10
02eed569,135005,137185,9,2,2180,13,10
03cde4d3,135005,137545,3,3,2540,13,10
09cd9284,135005,137905,4,9,2900,13,10
015c4700,135005,138265,0,1,3260,13,10
06bf9c69,135005,138625,9,6,3620,13,10
08e32496,135005,138985,6,8,3980,13,10
019e7390,135005,139345,0,1,4340,13,10
07599fa3,135005,139705,3,7,4700,13,10
072e2ed5,135005,140065,5,7,5060,13,10
03f72fd5,135005,140425,5,3,5420,13,10
077ca593,135005,140785,3,7,5780,13,10
00ebab45,135005,141145,5,0,6140,13,10
057c63d5,135005,141505,5,5,6500,13,10
09a4b150,135005,142225,0,9,7220,13,10
083ff787,337035,337495,7,8,460,13,10
01a9b7e3,337115,337945,3,1,830,13,10
02d80db4,337155,338305,4,2,1150,13,10
02409173,438255,438665,3,2,410,13,10
05578a14,438285,439025,4,5,740,13,10
04396505,438395,439385,5,4,990,13,10
01791866,438315,439745,6,1,1430,13,10
02c59f53,438415,440545,3,2,2130,13,10
00a8a293,539065,539475,3,0,410,13,10
03535246,1075,1515,6,3,440,1,13
0c95e818,12085,12465,3,12,380,1,13
014d6094,23095,23485,4,1,390,1,13
00056635,34065,34565,8,0,500,1,13
0897b0d4,34105,34975,12,8,870,1,13
017cd0db,34405,35335,0,1,930,1,13
02df78c3,34645,35695,1,2,1050,1,13
04f998d1,34165,36055,2,4,1890,1,13
06724c68,34795,36775,4,6,1980,1,13
0375212a,34315,37135,5,3,2820,1,13
03b582dc,35555,37495,6,3,1940,1,13
01284656,34265,37855,7,1,3590,1,13
00056635,34065,38215,8,0,4150,1,13
0b696cea,35245,38575,9,11,3330,1,13
07457ed4,34575,38935,10,7,4360,1,13
0c272772,34965,39295,11,12,4330,1,13
0897b0d4,34105,39655,12,8,5550,1,13
017cd0db,34405,40015,0,1,5610,1,13
02df78c3,34645,40375,1,2,5730,1,13
04f998d1,34165,40735,2,4,6570,1,13
06724c68,34795,41455,4,6,6660,1,13
0375212a,34315,41815,5,3,7500,1,13
03b582dc,35555,42175,6,3,6620,1,13
01284656,34265,42535,7,1,8270,1,13
00056635,34065,42895,8,0,8830,1,13
0b696cea,35245,43255,9,11,8010,1,13
07457ed4,34575,43615,10,7,9040,1,13
0c272772,34965,43975,11,12,9010,1,13
0897b0d4,34105,44335,12,8,10230,1,13
017cd0db,34405,44695,0,1,10290,1,13
02df78c3,34645,45055,1,2,10410,1,13
04f998d1,34165,45415,2,4,11250,1,13
06724c68,34795,45785,4,6,10990,1,13
0375212a,34315,46145,5,3,11830,1,13
04d945c2,135005,135385,2,4,380,1,13
016333a6,135005,135745,6,1,740,1,13
063327ea,135005,136105,10,6,1100,1,13
08a4b15b,135005,136465,11,8,1460,1,13
0099bf13,135005,136825,3,0,1820,1,13
06c4bd91,135005,137185,1,6,2180,1,13
01307627,135005,137545,7,1,2540,1,13
025fb4c5,135005,137905,5,2,2900,1,13
0c1559fc,135005,138265,12,12,3260,1,13
049a18f6,135005,138625,6,4,3620,1,13
04da9f80,135005,138985,0,4,3980,1,13
0bd60b71,135005,139345,1,11,4340,1,13
024569fc,135005,139705,12,2,4700,1,13
06e3789c,337075,337595,12,6,520,1,13
01e32495,539035,539485,5,1,450,1,13
01535240,1085,1475,0,1,390,15,2
00056630,12175,12805,1,0,630,15,2
00b582d1,135005,135385,1,0,380,15,2
018495c1,135005,136465,1,1,1460,15,2
010f3780,337085,337475,0,1,390,15,2
00bf9c61,337205,337835,1,0,630,15,2
01c4bd90,438425,439275,0,1,850,15,2
0099bf11,438405,439635,1,0,1230,15,2
004569f1,539225,539975,1,0,750,15,2
02535241,1045,1495,1,2,450,4,4
0295e812,12105,12485,0,2,380,4,4
024d6090,12115,12845,1,2,730,4,4
02056632,12135,13215,3,2,1080,4,4
0297b0d1,12175,13585,1,2,1410,4,4
03f998d0,23015,23405,0,3,390,4,4
013e3010,23245,23815,0,1,570,4,4
01069f20,135005,135385,0,1,380,4,4
013f1763,135005,135745,3,1,740,4,4
00de9f90,135005,136105,0,0,1100,4,4
00ff7e52,135005,136465,2,0,1460,4,4
02e28bd3,337015,337415,3,2,400,4,4
02b582d0,337035,337775,0,2,740,4,4
01726653,337095,338165,3,1,1070,4,4
013870a2,438105,438485,2,1,380,4,4
03f62630,438085,438855,0,3,770,4,4
01845aa3,539115,539525,3,1,410,4,4
0a535243,1095,1535,3,10,440,16,14
064d6090,12035,12445,12,6,410,16,14
067cd0d6,12385,12835,1,6,450,16,14
06056633,12055,13205,3,6,1150,16,14
0695e81c,12015,13565,4,6,1550,16,14
0697b0dd,12065,13955,7,6,1890,16,14
06752127,12235,14345,10,6,2110,16,14
0628465a,12215,14705,11,6,2490,16,14
06f998db,12145,15065,12,6,2920,16,14
063e3019,12305,15515,4,6,3210,16,14
033f1765,23015,23585,5,3,570,16,14
02dcd3d3,34065,34585,5,2,520,16,14
03de9f95,34185,34945,6,3,760,16,14
0bff7e5a,34335,35305,7,11,970,16,14
0c784c5c,34265,35665,8,12,1400,16,14
022d6124,34385,36025,9,2,1640,16,14
01457ed9,34085,36385,10,1,2300,16,14
06df78c4,34145,36745,11,6,2600,16,14
068495cd,34865,37105,12,6,2240,16,14
01a4ec56,34795,37465,13,1,2670,16,14
04724c67,34235,37825,0,4,3590,16,14
05b582db,34975,38185,1,5,3210,16,14
0b726656,35055,38545,2,11,3490,16,14
0c696ce0,34615,38905,3,12,4290,16,14
0027277c,34365,39265,4,0,4900,16,14
023b8133,35535,39625,5,2,4090,16,14
08e28bdc,34875,39985,6,8,5110,16,14
04fdd6b8,35785,40345,7,4,4560,16,14
0cc4bd9b,37525,40705,8,12,3180,16,14
0763eae9,35985,41065,9,7,5080,16,14
0874a026,35965,41425,10,8,5460,16,14
00fe91d9,36075,41785,11,0,5710,16,14
038bdf2a,36275,42145,12,3,5870,16,14
0c6333a9,37345,42505,13,12,5160,16,14
09b34d89,36455,42865,0,9,6410,16,14
0c572cf6,36085,43225,1,12,7140,16,14
0930762a,37535,43945,3,9,6410,16,14
01513ae4,36795,44305,4,1,7510,16,14
092554f8,37195,44665,5,9,7470,16,14
04fdd2aa,36895,45025,6,4,8130,16,14
041559f3,37715,45385,7,4,7670,16,14
0d99bf10,37505,45755,9,13,8250,16,14
0d79a0b2,36975,46115,10,13,9140,16,14
07a4b15d,37475,46475,11,7,9000,16,14
095fb4cb,37625,46845,13,9,9220,16,14
0aa1d2ad,135005,135385,13,10,380,16,14
05b3b7f6,135005,135745,6,5,740,16,14
000e5366,135005,136105,6,0,1100,16,14
00e1bd1d,135005,136465,13,0,1460,16,14
085dca18,135005,136825,8,8,1820,16,14
09da9f87,135005,137185,7,9,2180,16,14
07cdb125,135005,137545,5,7,2540,16,14
0b599fad,135005,137905,13,11,2900,16,14
06ae2b56,135005,138265,6,6,3260,16,14
01fb9b6b,135005,138625,11,1,3620,16,14
0c9837d1,135005,139705,1,12,4700,16,14
04a8a293,135005,140065,3,4,5060,16,14
0afd392a,135005,140425,10,10,5420,16,14
04290ef4,135005,140785,4,4,5780,16,14
039fdec6,135005,141145,6,3,6140,16,14
09112397,135005,141505,7,9,6500,16,14
092d5552,135005,141865,2,9,6860,16,14
0325a775,135005,142225,5,3,7220,16,14
05a0c8e6,135005,142585,6,5,7580,16,14
0536cda4,135005,142945,4,5,7940,16,14
0b976678,135005,143305,8,11,8300,16,14
0172db68,135005,143665,8,1,8660,16,14
0a7901cb,135005,144025,11,10,9020,16,14
0259f264,135005,144385,4,2,9380,16,14
00c59f56,135005,144745,6,0,9740,16,14
036c09f5,135005,145105,5,3,10100,16,14
065bbdba,337115,337555,10,6,440,16,14
003b1513,337205,338695,3,0,1490,16,14
0b5427c6,438195,438605,6,11,410,16,14
03620457,438135,438965,7,3,830,16,14
0510583d,438175,439415,13,5,1240,16,14
07614720,438275,439775,0,7,1500,16,14
05f3cfe1,438305,440135,1,5,1830,16,14
065f2685,539095,539545,5,6,450,16,14
014d6090,23035,23415,0,1,380,1,2
00056630,34055,34435,1,0,380,1,2
00056630,34055,35155,1,0,1100,1,2
00056630,34055,35875,1,0,1820,1,2
00056630,34055,36595,1,0,2540,1,2
00056630,34055,37315,1,0,3260,1,2
00056630,34055,38035,1,0,3980,1,2
00fdd2a0,135005,135385,0,0,380,1,2
007be711,337015,337415,1,0,400,1,2
024d6091,12065,12795,1,2,730,11,3
02056630,23015,23395,0,2,380,11,3
017cd0d0,23325,23785,0,1,460,11,3
01df78c0,23615,24175,0,1,560,11,3
02de9f92,34055,34445,0,2,390,11,3
022d6120,34395,34805,1,2,410,11,3
00724c60,34115,35165,2,0,1050,11,3
00b582d2,34885,36245,2,0,1360,11,3
01ccc9d2,35335,36605,0,1,1270,11,3
0074a020,35665,37325,2,0,1660,11,3
01ccc9d2,35335,37685,0,1,2350,11,3
01449231,135005,135385,1,1,380,11,3
02265b62,135005,135745,2,2,740,11,3
01a12891,135005,136465,1,1,1460,11,3
01d60b72,135005,137185,2,1,2180,11,3
017fc510,337065,337475,0,1,410,11,3
01d7f0c0,337195,338205,0,1,1010,11,3
00cdb122,438205,438595,2,0,390,11,3
025007e1,438235,439315,1,2,1080,11,3
015816d2,438265,439675,2,1,1410,11,3
029e7390,438295,440035,0,2,1740,11,3
01caf2a0,539515,539935,0,1,420,11,3
09535241,1005,1495,1,9,490,15,14
0d95e81c,12095,12525,2,13,430,15,14
0d056637,12205,12935,6,13,730,15,14
0d97b0db,12305,13345,10,13,1040,15,14
0d4d6091,12115,13715,12,13,1600,15,14
0df998d8,12325,14105,1,13,1780,15,14
073f1760,23255,24095,0,7,840,15,14
0ddcd3d2,34035,34445,12,13,410,15,14
08724c68,34145,34805,13,8,660,15,14
0adf78c1,34055,35195,2,10,1140,15,14
09ff7e58,34275,35555,3,9,1280,15,14
01de9f94,34065,35915,4,1,1850,15,14
0b784c54,34165,36275,5,11,2110,15,14
02457eda,34045,36635,6,2,2590,15,14
02b22809,35225,37355,8,2,2130,15,14
08ccc9da,35335,37715,9,8,2380,15,14
07696ce2,34605,38075,10,7,3470,15,14
01272775,34345,38795,12,1,4450,15,14
023b8130,35435,39515,0,2,4080,15,14
0b03e96b,35345,39875,1,11,4530,15,14
01b582db,34955,40235,2,1,5280,15,14
029650a2,35955,40595,3,2,4640,15,14
0b74a02c,35745,40955,4,11,5210,15,14
0ce618a6,36205,41315,5,12,5110,15,14
0514c3c1,36035,41675,6,5,5640,15,14
000f378c,36385,42035,7,0,5650,15,14
038bdf2b,36125,42395,8,3,6270,15,14
0463eaec,35785,42755,9,4,6970,15,14
0cf62632,35145,43115,10,12,7970,15,14
014b3413,36255,43475,11,1,7220,15,14
07845aa8,35305,43835,12,7,8530,15,14
0262ad59,35645,44195,13,2,8550,15,14
07fe91d5,35805,44555,0,7,8750,15,14
0c30aca9,36005,44925,2,12,8920,15,14
0cb34d8d,36355,45285,3,12,8930,15,14
0a3ff78b,135005,135385,11,10,380,15,14
06574c56,135005,135745,6,6,740,15,14
005f48d0,135005,136105,0,0,1100,15,14
0b83dc9d,135005,136825,13,11,1820,15,14
0b50debb,135005,137185,11,11,2180,15,14
0712f960,135005,137905,0,7,2900,15,14
00b4b494,135005,138265,4,0,3260,15,14
0b8fdf76,135005,138625,6,11,3620,15,14
02fcf0e7,135005,138985,7,2,3980,15,14
07f2c040,135005,139345,0,7,4340,15,14
0118d88b,135005,139705,11,1,4700,15,14
0b504731,135005,140065,1,11,5060,15,14
03a8a29b,135005,140425,11,3,5420,15,14
02fb52a8,135005,140785,8,2,5780,15,14
0dfd392a,135005,141145,10,13,6140,15,14
0d51e0b0,135005,141505,0,13,6500,15,14
05cf61e8,135005,141865,8,5,6860,15,14
08a4b15b,135005,142225,11,8,7220,15,14
06ec0d77,135005,142585,7,6,7580,15,14
0348878d,135005,142945,13,3,7940,15,14
008565f8,135005,143305,8,0,8300,15,14
0790b2a6,135005,143665,6,7,8660,15,14
084bf944,135005,144025,4,8,9020,15,14
0b807690,135005,144385,0,11,9380,15,14
0dea7669,135005,144745,9,13,9740,15,14
0df0fdc1,135005,145105,1,13,10100,15,14
06fe9535,337015,337455,5,6,440,15,14
026fae26,337255,337815,6,2,560,15,14
0cc225bb,337155,338245,11,12,1090,15,14
0b962561,337055,338655,1,11,1600,15,14
053e2046,337315,339085,6,5,1770,15,14
09c0373b,539055,539635,11,9,580,15,14
01535248,1045,1595,8,1,550,16,9
074d6093,12155,12535,4,7,380,16,9
07f998d3,12365,12895,5,7,530,16,9
0795e817,12105,13255,6,7,1150,16,9
07056632,12245,13625,8,7,1380,16,9
07752127,12445,13985,0,7,1540,16,9
073e3012,12525,14375,3,7,1850,16,9
077cd0d1,12535,14735,4,7,2200,16,9
0797b0d8,12295,15105,6,7,2810,16,9
053f1764,23035,23525,4,5,490,16,9
06ff7e54,23465,24035,4,6,570,16,9
03696ce4,23755,24545,4,3,790,16,9
0707ae84,34105,34505,3,7,400,16,9
06a4ec50,34205,34865,4,6,660,16,9
058495c6,34295,35585,6,5,1290,16,9
03b22802,34605,35945,7,3,1340,16,9
0203e962,34885,36305,8,2,1420,16,9
02b34d83,35775,37025,1,2,1250,16,9
06845aa6,34705,38105,4,6,3400,16,9
0774a023,35235,38465,5,7,3230,16,9
0263eae4,35295,38825,6,2,3530,16,9
03a12897,35855,39185,7,3,3330,16,9
017be712,36295,39545,8,1,3250,16,9
012554f2,36405,39905,0,1,3500,16,9
0479a0b4,36265,40265,1,4,4000,16,9
01fdd2a1,36245,40625,2,1,4380,16,9
0750deb1,35915,41345,4,7,5430,16,9
04502bc6,36235,41705,5,4,5470,16,9
07513ae1,36135,42065,6,7,5930,16,9
08241851,36345,42425,7,8,6080,16,9
010042d4,135005,135385,4,1,380,16,9
05779fa6,135005,135745,6,5,740,16,9
