Package,t_envio,t_recibido,emisor,receptor,latencia,p_fifo
0002ee29,201275,201715,10,1,440,8
0004ce29,201465,201715,14,3,250,8
00010e71,201275,201825,15,0,550,8
00040d86,201375,201835,0,3,460,8
000281cb,300435,300575,12,1,140,8
00042396,300435,300575,14,3,140,8
00019475,300485,300645,5,0,160,8
0003411b,115,235,1,2,120,8
00048429,100265,100325,12,3,60,8
000279f6,100295,100485,13,1,190,8
00048767,100385,100545,1,3,160,8
0003d93c,100555,100645,12,2,90,8
0002229c,100415,100675,14,1,260,8
00036b1a,100455,100685,9,2,230,8
0004ba1a,100675,100755,12,3,80,8
00043ea3,100335,100795,10,3,460,8
000423e1,100525,100835,0,3,310,8
0002d5c9,100435,100855,14,1,420,8
0003d4a4,100745,100865,2,2,120,8
000255a1,100845,100935,1,1,90,8
000337ef,100635,100975,15,2,340,8
0002efa2,100645,100995,7,1,350,8
00026e54,100705,101075,10,1,370,8
00020c6f,100775,101245,8,1,470,8
0004fbaa,101075,101245,5,3,170,8
00017061,100995,101345,9,0,350,8
00028902,100915,101345,11,1,430,8
000326c8,100975,101415,8,2,440,8
00047d81,101155,101425,4,3,270,8
00034819,101175,101495,6,2,320,8
0004cf91,101075,101625,0,3,550,8
0003ad66,200405,200505,12,2,100,8
000156a3,200395,200635,13,0,240,8
00020204,200325,200655,7,1,330,8
00018b24,200495,200735,6,0,240,8
00025301,200515,200775,12,1,260,8
00031d55,200585,200975,8,2,390,8
00016fa9,200665,201015,3,0,350,8
00046a62,200815,201075,0,3,260,8
00024702,200765,201145,10,1,380,8
0003b987,200915,201155,4,2,240,8
00011b04,200745,201165,9,0,420,8
0002634a,201095,201265,2,1,170,8
000429ab,200885,201275,7,3,390,8
00034ef7,201005,201345,10,2,340,8
0004e041,200945,201435,7,3,490,8
0002601a,201185,201515,9,1,330,8
00022531,201355,201555,0,1,200,8
0001fb93,201305,201615,7,0,310,8
0002de34,201055,201655,8,1,600,8
0002ee29,201275,201715,10,1,440,8
0004ce29,201465,201715,14,3,250,8
00010e71,201275,201825,15,0,550,8
00040d86,201375,201835,0,3,460,8
000281cb,300435,300575,12,1,140,8
00042396,300435,300575,14,3,140,8
00019475,300485,300645,5,0,160,8
0002ba7b,400575,400695,3,1,120,8
00035ada,400775,400835,0,2,60,8
00035ada,400775,400955,0,2,180,8
0001a272,400705,400985,5,0,280,8
00036126,400745,401055,11,2,310,8
0001e4f9,400935,401065,2,0,130,8
000438d1,400965,401065,12,3,100,8
000136a0,400645,401105,10,0,460,8
00024df0,400835,401135,10,1,300,8
00048662,400695,401135,5,3,440,8
0001217d,401055,401145,4,0,90,8
0001e4f9,400935,401205,2,0,270,8
000321d4,400835,401215,9,2,380,8
00046cb9,400905,401275,9,3,370,8
0003c6ad,400885,401295,5,2,410,8
00025eac,401005,401325,13,1,320,8
00015eb7,401005,401365,6,0,360,8
00029b50,401175,401365,0,1,190,8
00013b6b,401375,401435,0,0,60,8
00031589,401105,401485,6,2,380,8
00013d45,401115,401495,6,0,380,8
0003fa67,401085,401525,9,2,440,8
0004e243,401195,401535,15,3,340,8
000201ab,401285,401605,8,1,320,8
0003bc37,401515,401665,12,2,150,8
00043044,401445,401685,11,3,240,8
00029cd6,401615,401715,0,1,100,8
00018942,401705,401935,7,0,230,8
00033915,401555,402035,8,2,480,8
0002f336,401665,402105,6,1,440,8
000150a0,401755,402185,14,0,430,8
00022af4,401715,402185,10,1,470,8
00033e1f,145,225,3,2,80,3
00033e1f,145,225,3,2,80,3
00040323,100245,100665,5,3,420,3
00015919,100475,100725,3,0,250,3
0002e5f7,100425,100755,13,1,330,3
0004ef7f,100335,100785,15,3,450,3
00048064,100295,100825,6,3,530,3
0001e3f9,100645,100955,12,0,310,3
0003d169,100725,100955,3,2,230,3
000383ac,100825,101015,4,2,190,3
0004eb40,100475,101045,15,3,570,3
0001c232,100825,101095,2,0,270,3
0002312d,100885,101105,5,1,220,3
000266c9,100905,101225,9,1,320,3
00029b84,100985,101265,8,1,280,3
000434f2,100765,101285,5,3,520,3
0001d635,100405,101295,15,0,890,3
00021768,100745,101325,3,1,580,3
00018c40,101055,101335,6,0,280,3
0003b25e,100775,101375,11,2,600,3
000405c5,101015,101385,13,3,370,3
0002f413,101265,101485,5,1,220,3
00034a12,101095,101495,7,2,400,3
000138f0,100825,101515,3,0,690,3
00027a61,101185,101545,3,1,360,3
00012fdc,101005,101555,8,0,550,3
00033e1f,145,225,3,2,80,3
00040323,100245,100665,5,3,420,3
00015919,100475,100725,3,0,250,3
0002e5f7,100425,100755,13,1,330,3
0004ef7f,100335,100785,15,3,450,3
00048064,100295,100825,6,3,530,3
0001e3f9,100645,100955,12,0,310,3
0003d169,100725,100955,3,2,230,3
000383ac,100825,101015,4,2,190,3
0004eb40,100475,101045,15,3,570,3
0001c232,100825,101095,2,0,270,3
0002312d,100885,101105,5,1,220,3
000266c9,100905,101225,9,1,320,3
00029b84,100985,101265,8,1,280,3
000434f2,100765,101285,5,3,520,3
0001d635,100405,101295,15,0,890,3
00021768,100745,101325,3,1,580,3
00018c40,101055,101335,6,0,280,3
0003b25e,100775,101375,11,2,600,3
000405c5,101015,101385,13,3,370,3
0002f413,101265,101485,5,1,220,3
00034a12,101095,101495,7,2,400,3
000138f0,100825,101515,3,0,690,3
00027a61,101185,101545,3,1,360,3
00012fdc,101005,101555,8,0,550,3
0002500b,200365,200545,4,1,180,3
0004704e,200425,200545,13,3,120,3
00011a47,200355,200575,6,0,220,3
000343a6,200535,200725,1,2,190,3
00027392,200455,200745,14,1,290,3
00028bd6,200725,200785,0,1,60,3
0001ccd5,200315,200795,11,0,480,3
00025516,200625,200845,3,1,220,3
0002f2f2,200475,200925,15,1,450,3
0002ad1e,200895,201005,2,1,110,3
0003e63b,200585,201005,11,2,420,3
00040175,200625,201015,11,3,390,3
0002b313,200725,201065,4,1,340,3
000146ba,200805,201105,13,0,300,3
00025d36,201065,201105,1,1,40,3
0002d345,200655,201185,6,1,530,3
0003b309,200985,201255,13,2,270,3
00030a4d,201195,201315,1,2,120,3
00033f0e,201145,201375,7,2,230,3
0003625b,200945,201415,0,2,470,3
0004b9f3,201175,201455,15,3,280,3
00016597,201065,201465,10,0,400,3
0002206b,201175,201565,15,1,390,3
0001ee5e,200985,201595,14,0,610,3
00033e1f,145,225,3,2,80,3
00040323,100245,100665,5,3,420,3
00015919,100475,100725,3,0,250,3
0002e5f7,100425,100755,13,1,330,3
0004ef7f,100335,100785,15,3,450,3
00048064,100295,100825,6,3,530,3
0001e3f9,100645,100955,12,0,310,3
0003d169,100725,100955,3,2,230,3
000383ac,100825,101015,4,2,190,3
0004eb40,100475,101045,15,3,570,3
0001c232,100825,101095,2,0,270,3
0002312d,100885,101105,5,1,220,3
000266c9,100905,101225,9,1,320,3
00029b84,100985,101265,8,1,280,3
000434f2,100765,101285,5,3,520,3
0001d635,100405,101295,15,0,890,3
00021768,100745,101325,3,1,580,3
00018c40,101055,101335,6,0,280,3
0003b25e,100775,101375,11,2,600,3
000405c5,101015,101385,13,3,370,3
0002f413,101265,101485,5,1,220,3
00034a12,101095,101495,7,2,400,3
000138f0,100825,101515,3,0,690,3
00027a61,101185,101545,3,1,360,3
00012fdc,101005,101555,8,0,550,3
0002500b,200365,200545,4,1,180,3
0004704e,200425,200545,13,3,120,3
00011a47,200355,200575,6,0,220,3
000343a6,200535,200725,1,2,190,3
00027392,200455,200745,14,1,290,3
00028bd6,200725,200785,0,1,60,3
0001ccd5,200315,200795,11,0,480,3
00025516,200625,200845,3,1,220,3
0002f2f2,200475,200925,15,1,450,3
0002ad1e,200895,201005,2,1,110,3
0003e63b,200585,201005,11,2,420,3
00040175,200625,201015,11,3,390,3
0002b313,200725,201065,4,1,340,3
000146ba,200805,201105,13,0,300,3
00025d36,201065,201105,1,1,40,3
0002d345,200655,201185,6,1,530,3
0003b309,200985,201255,13,2,270,3
00030a4d,201195,201315,1,2,120,3
00033f0e,201145,201375,7,2,230,3
0003625b,200945,201415,0,2,470,3
0004b9f3,201175,201455,15,3,280,3
00016597,201065,201465,10,0,400,3
0002206b,201175,201565,15,1,390,3
0001ee5e,200985,201595,14,0,610,3
0003ee1d,300405,300605,0,2,200,3
0001b88c,300455,300835,11,0,380,3
00033e1f,145,225,3,2,80,3
00040323,100245,100665,5,3,420,3
00015919,100475,100725,3,0,250,3
0002e5f7,100425,100755,13,1,330,3
0004ef7f,100335,100785,15,3,450,3
00048064,100295,100825,6,3,530,3
0001e3f9,100645,100955,12,0,310,3
0003d169,100725,100955,3,2,230,3
000383ac,100825,101015,4,2,190,3
0004eb40,100475,101045,15,3,570,3
0001c232,100825,101095,2,0,270,3
0002312d,100885,101105,5,1,220,3
000266c9,100905,101225,9,1,320,3
00029b84,100985,101265,8,1,280,3
000434f2,100765,101285,5,3,520,3
0001d635,100405,101295,15,0,890,3
00021768,100745,101325,3,1,580,3
00018c40,101055,101335,6,0,280,3
0003b25e,100775,101375,11,2,600,3
000405c5,101015,101385,13,3,370,3
0002f413,101265,101485,5,1,220,3
00034a12,101095,101495,7,2,400,3
000138f0,100825,101515,3,0,690,3
00027a61,101185,101545,3,1,360,3
00012fdc,101005,101555,8,0,550,3
0002500b,200365,200545,4,1,180,3
0004704e,200425,200545,13,3,120,3
00011a47,200355,200575,6,0,220,3
000343a6,200535,200725,1,2,190,3
00027392,200455,200745,14,1,290,3
00028bd6,200725,200785,0,1,60,3
0001ccd5,200315,200795,11,0,480,3
00025516,200625,200845,3,1,220,3
0002f2f2,200475,200925,15,1,450,3
0002ad1e,200895,201005,2,1,110,3
0003e63b,200585,201005,11,2,420,3
00040175,200625,201015,11,3,390,3
0002b313,200725,201065,4,1,340,3
000146ba,200805,201105,13,0,300,3
00025d36,201065,201105,1,1,40,3
0002d345,200655,201185,6,1,530,3
0003b309,200985,201255,13,2,270,3
00030a4d,201195,201315,1,2,120,3
00033f0e,201145,201375,7,2,230,3
0003625b,200945,201415,0,2,470,3
0004b9f3,201175,201455,15,3,280,3
00016597,201065,201465,10,0,400,3
0002206b,201175,201565,15,1,390,3
0001ee5e,200985,201595,14,0,610,3
0003ee1d,300405,300605,0,2,200,3
0001b88c,300455,300835,11,0,380,3
0004f7f2,400535,400595,12,3,60,3
00024982,400685,400725,1,1,40,3
0003f952,400775,400815,2,2,40,3
0004174d,400735,400815,3,3,80,3
0002d334,400595,400875,6,1,280,3
0001ef56,400825,400965,5,0,140,3
00024ce4,400715,401045,11,1,330,3
0001f0f0,400895,401095,6,0,200,3
0003145e,400905,401125,0,2,220,3
00017e1a,401035,401165,1,0,130,3
00014275,400915,401205,9,0,290,3
0001abec,400845,401285,11,0,440,3
0003771e,401095,401345,4,2,250,3
0002ea2f,400965,401415,8,1,450,3
00039e73,401035,401455,11,2,420,3
000475e9,401015,401505,8,3,490,3
00020b1f,96,235,12,1,139,8
00020b1f,96,235,12,1,139,8
000248d4,100225,100425,13,1,200,8
0003e1e5,100325,100445,1,2,120,8
00035a66,100255,100625,5,2,370,8
0004b6fe,100245,100625,6,3,380,8
00020b1f,96,235,12,1,139,8
000248d4,100225,100425,13,1,200,8
0003e1e5,100325,100445,1,2,120,8
00035a66,100255,100625,5,2,370,8
0004b6fe,100245,100625,6,3,380,8
0002ecc3,200385,200425,1,1,40,8
0003c673,200525,200625,12,2,100,8
00043fca,200425,200715,0,3,290,8
0002b6e2,200555,200765,5,1,210,8
0003686f,200385,200795,7,2,410,8
0002b121,200435,200825,11,1,390,8
00020b1f,96,235,12,1,139,8
000248d4,100225,100425,13,1,200,8
0003e1e5,100325,100445,1,2,120,8
00035a66,100255,100625,5,2,370,8
0004b6fe,100245,100625,6,3,380,8
0002ecc3,200385,200425,1,1,40,8
0003c673,200525,200625,12,2,100,8
00043fca,200425,200715,0,3,290,8
0002b6e2,200555,200765,5,1,210,8
0003686f,200385,200795,7,2,410,8
0002b121,200435,200825,11,1,390,8
000319b2,300445,300565,1,2,120,8
000281a4,300535,300775,9,1,240,8
0003f80b,300635,300785,13,2,150,8
00027a07,300695,300855,2,1,160,8
0002e937,300555,301035,11,1,480,8
00010ca0,300775,301055,7,0,280,8
0002ee65,300795,301105,9,1,310,8
00020b1f,96,235,12,1,139,8
000248d4,100225,100425,13,1,200,8
0003e1e5,100325,100445,1,2,120,8
00035a66,100255,100625,5,2,370,8
0004b6fe,100245,100625,6,3,380,8
0002ecc3,200385,200425,1,1,40,8
0003c673,200525,200625,12,2,100,8
00043fca,200425,200715,0,3,290,8
0002b6e2,200555,200765,5,1,210,8
0003686f,200385,200795,7,2,410,8
0002b121,200435,200825,11,1,390,8
000319b2,300445,300565,1,2,120,8
000281a4,300535,300775,9,1,240,8
0003f80b,300635,300785,13,2,150,8
00027a07,300695,300855,2,1,160,8
0002e937,300555,301035,11,1,480,8
00010ca0,300775,301055,7,0,280,8
0002ee65,300795,301105,9,1,310,8
0002be69,400575,400755,13,1,180,8
0004f369,400665,400875,1,3,210,8
0001adc7,400605,401015,11,0,410,8
00039e11,400855,401045,13,2,190,8
00039e11,400855,401125,13,2,270,8
0004ae03,400915,401175,11,3,260,8
0004b1f3,400785,401215,7,3,430,8
00034471,401045,401265,12,2,220,8
00013381,400955,401275,8,0,320,8
0003ea44,401115,401325,4,2,210,8
00049bbe,401195,401335,2,3,140,8
00028cbe,401285,401415,2,1,130,8
000253c5,401075,401515,12,1,440,8
00027e49,401375,401555,5,1,180,8
00046167,401035,401575,8,3,540,8
0004682f,401505,401675,4,3,170,8
0003d243,401565,401905,5,2,340,8
000470fd,401415,401945,7,3,530,8
0001c87d,401475,401965,15,0,490,8
00025c13,401625,402035,8,1,410,8
00039b21,401505,402045,7,2,540,8
0002686f,115,195,2,1,80,12
0002686f,115,195,2,1,80,12
000363c6,100345,100385,2,2,40,12
00010886,100255,100475,6,0,220,12
0003e562,100425,100685,10,2,260,12
0001b1ca,100595,100745,3,0,150,12
0003e7e8,100495,100765,14,2,270,12
000140b3,100505,100805,9,0,300,12
00039fd6,100655,100825,0,2,170,12
0002f87c,100765,100905,12,1,140,12
0003cc73,100745,100945,1,2,200,12
00046313,100855,101065,5,3,210,12
00017646,100905,101215,12,0,310,12
00032e76,100945,101215,6,2,270,12
0004e82a,100805,101285,7,3,480,12
0002686f,115,195,2,1,80,12
000363c6,100345,100385,2,2,40,12
00010886,100255,100475,6,0,220,12
0003e562,100425,100685,10,2,260,12
0001b1ca,100595,100745,3,0,150,12
0003e7e8,100495,100765,14,2,270,12
000140b3,100505,100805,9,0,300,12
00039fd6,100655,100825,0,2,170,12
0002f87c,100765,100905,12,1,140,12
0003cc73,100745,100945,1,2,200,12
00046313,100855,101065,5,3,210,12
00017646,100905,101215,12,0,310,12
00032e76,100945,101215,6,2,270,12
0004e82a,100805,101285,7,3,480,12
0003d5fe,200296,200455,13,2,159,12
0003212f,200375,200615,11,2,240,12
00010152,200365,200665,14,0,300,12
000437e9,200635,200735,2,3,100,12
000195a2,200585,200765,5,0,180,12
00021024,200525,200785,13,1,260,12
000286a2,200435,200885,8,1,450,12
000220b3,200585,200965,6,1,380,12
0002686f,115,195,2,1,80,12
000363c6,100345,100385,2,2,40,12
00010886,100255,100475,6,0,220,12
0003e562,100425,100685,10,2,260,12
0001b1ca,100595,100745,3,0,150,12
0003e7e8,100495,100765,14,2,270,12
000140b3,100505,100805,9,0,300,12
00039fd6,100655,100825,0,2,170,12
0002f87c,100765,100905,12,1,140,12
0003cc73,100745,100945,1,2,200,12
00046313,100855,101065,5,3,210,12
00017646,100905,101215,12,0,310,12
00032e76,100945,101215,6,2,270,12
0004e82a,100805,101285,7,3,480,12
0003d5fe,200296,200455,13,2,159,12
0003212f,200375,200615,11,2,240,12
00010152,200365,200665,14,0,300,12
000437e9,200635,200735,2,3,100,12
000195a2,200585,200765,5,0,180,12
00021024,200525,200785,13,1,260,12
000286a2,200435,200885,8,1,450,12
000220b3,200585,200965,6,1,380,12
000135a7,300625,300705,4,0,80,12
0001d177,300485,300765,13,0,280,12
00025601,300545,300765,13,1,220,12
0004a610,300645,300795,14,3,150,12
00027f75,300715,300855,4,1,140,12
000171fc,300695,300905,5,0,210,12
00011ddb,300665,300985,12,0,320,12
000386f9,300805,301005,10,2,200,12
0001659d,300825,301075,7,0,250,12
00020eb9,301085,301185,4,1,100,12
0001cbe7,301145,301285,1,0,140,12
0001b06f,301255,301325,4,0,70,12
00040177,301045,301365,10,3,320,12
0001abcc,301155,301385,12,0,230,12
0002d27c,300955,301415,10,1,460,12
00039e7d,300955,301505,8,2,550,12
00041eb2,301245,301605,11,3,360,12
0003e42b,300915,301705,7,2,790,12
0002686f,115,195,2,1,80,12
000363c6,100345,100385,2,2,40,12
00010886,100255,100475,6,0,220,12
0003e562,100425,100685,10,2,260,12
0001b1ca,100595,100745,3,0,150,12
0003e7e8,100495,100765,14,2,270,12
000140b3,100505,100805,9,0,300,12
00039fd6,100655,100825,0,2,170,12
0002f87c,100765,100905,12,1,140,12
0003cc73,100745,100945,1,2,200,12
00046313,100855,101065,5,3,210,12
00017646,100905,101215,12,0,310,12
00032e76,100945,101215,6,2,270,12
0004e82a,100805,101285,7,3,480,12
0003d5fe,200296,200455,13,2,159,12
0003212f,200375,200615,11,2,240,12
00010152,200365,200665,14,0,300,12
000437e9,200635,200735,2,3,100,12
000195a2,200585,200765,5,0,180,12
00021024,200525,200785,13,1,260,12
000286a2,200435,200885,8,1,450,12
000220b3,200585,200965,6,1,380,12
000135a7,300625,300705,4,0,80,12
0001d177,300485,300765,13,0,280,12
00025601,300545,300765,13,1,220,12
0004a610,300645,300795,14,3,150,12
00027f75,300715,300855,4,1,140,12
000171fc,300695,300905,5,0,210,12
00011ddb,300665,300985,12,0,320,12
000386f9,300805,301005,10,2,200,12
0001659d,300825,301075,7,0,250,12
00020eb9,301085,301185,4,1,100,12
0001cbe7,301145,301285,1,0,140,12
0001b06f,301255,301325,4,0,70,12
00040177,301045,301365,10,3,320,12
0001abcc,301155,301385,12,0,230,12
0002d27c,300955,301415,10,1,460,12
00039e7d,300955,301505,8,2,550,12
00041eb2,301245,301605,11,3,360,12
0003e42b,300915,301705,7,2,790,12
0004bc01,400505,400545,3,3,40,12
00036560,400545,400695,3,2,150,12
000472ec,400595,400715,13,3,120,12
0003ed5f,400585,400865,3,2,280,12
0002fc37,400715,400955,5,1,240,12
00010d30,400625,400985,7,0,360,12
000204ab,400885,400995,1,1,110,12
0004778d,400745,401025,11,3,280,12
0001dcec,400695,401085,14,0,390,12
000374b3,400935,401165,4,2,230,12
0001c683,400835,401185,9,0,350,12
00030a06,401005,401275,11,2,270,12
00011f24,401225,401295,4,0,70,12
00034724,401055,401435,15,2,380,12
0001df5c,401145,401445,7,0,300,12
0003c226,401325,401565,4,2,240,12
00042263,401075,401605,9,3,530,12
000210dc,401255,401615,11,1,360,12
0001d5e5,400925,401625,15,0,700,12
000287de,401235,401655,7,1,420,12
00032ff3,401355,401885,7,2,530,12
0003c6d5,401255,401925,7,2,670,12
00048c41,185,645,6,3,460,4
00048c41,185,645,6,3,460,4
000266d2,100255,100365,3,1,110,4
0002d5ec,100225,100425,4,1,200,4
00014ecd,100235,100525,6,0,290,4
00025020,100295,100525,4,1,230,4
0003164f,100445,100615,1,2,170,4
0002e82d,100385,100645,0,1,260,4
000295d4,100445,100725,9,1,280,4
0003b467,100585,100795,12,2,210,4
00026ead,100565,100805,3,1,240,4
0002424c,100515,100845,7,1,330,4
0003ae61,100485,100895,14,2,410,4
0004c277,100635,100945,14,3,310,4
0004b4eb,100705,100985,5,3,280,4
0003d177,100565,101035,15,2,470,4
000214de,100885,101045,2,1,160,4
000301b2,100815,101075,5,2,260,4
0003686f,100785,101155,3,2,370,4
00022955,100955,101305,14,1,350,4
0004eefb,101235,101305,12,3,70,4
0002c439,101025,101345,5,1,320,4
00043a03,101115,101365,0,3,250,4
0003227a,101275,101455,3,2,180,4
0001ad53,101185,101485,9,0,300,4
0001d08c,101415,101565,0,0,150,4
00031f07,101315,101605,7,2,290,4
00020be0,101335,101635,13,1,300,4
00048c41,185,645,6,3,460,4
000266d2,100255,100365,3,1,110,4
0002d5ec,100225,100425,4,1,200,4
00014ecd,100235,100525,6,0,290,4
00025020,100295,100525,4,1,230,4
0003164f,100445,100615,1,2,170,4
0002e82d,100385,100645,0,1,260,4
000295d4,100445,100725,9,1,280,4
0003b467,100585,100795,12,2,210,4
00026ead,100565,100805,3,1,240,4
0002424c,100515,100845,7,1,330,4
0003ae61,100485,100895,14,2,410,4
0004c277,100635,100945,14,3,310,4
0004b4eb,100705,100985,5,3,280,4
0003d177,100565,101035,15,2,470,4
000214de,100885,101045,2,1,160,4
000301b2,100815,101075,5,2,260,4
0003686f,100785,101155,3,2,370,4
00022955,100955,101305,14,1,350,4
0004eefb,101235,101305,12,3,70,4
0002c439,101025,101345,5,1,320,4
00043a03,101115,101365,0,3,250,4
0003227a,101275,101455,3,2,180,4
0001ad53,101185,101485,9,0,300,4
0001d08c,101415,101565,0,0,150,4
00031f07,101315,101605,7,2,290,4
00020be0,101335,101635,13,1,300,4
00035a99,200365,200465,12,2,100,4
0001ab50,200455,200535,1,0,80,4
000426aa,200605,200805,4,3,200,4
000251d3,200565,200865,6,1,300,4
0002c366,200535,200905,5,1,370,4
00016774,200675,201005,9,0,330,4
00048c41,185,645,6,3,460,4
000266d2,100255,100365,3,1,110,4
0002d5ec,100225,100425,4,1,200,4
00014ecd,100235,100525,6,0,290,4
00025020,100295,100525,4,1,230,4
0003164f,100445,100615,1,2,170,4
0002e82d,100385,100645,0,1,260,4
000295d4,100445,100725,9,1,280,4
0003b467,100585,100795,12,2,210,4
00026ead,100565,100805,3,1,240,4
0002424c,100515,100845,7,1,330,4
0003ae61,100485,100895,14,2,410,4
0004c277,100635,100945,14,3,310,4
0004b4eb,100705,100985,5,3,280,4
0003d177,100565,101035,15,2,470,4
000214de,100885,101045,2,1,160,4
000301b2,100815,101075,5,2,260,4
0003686f,100785,101155,3,2,370,4
00022955,100955,101305,14,1,350,4
0004eefb,101235,101305,12,3,70,4
0002c439,101025,101345,5,1,320,4
00043a03,101115,101365,0,3,250,4
0003227a,101275,101455,3,2,180,4
0001ad53,101185,101485,9,0,300,4
0001d08c,101415,101565,0,0,150,4
00031f07,101315,101605,7,2,290,4
00020be0,101335,101635,13,1,300,4
00035a99,200365,200465,12,2,100,4
0001ab50,200455,200535,1,0,80,4
000426aa,200605,200805,4,3,200,4
000251d3,200565,200865,6,1,300,4
0002c366,200535,200905,5,1,370,4
00016774,200675,201005,9,0,330,4
00031ecf,300515,300735,15,2,220,4
000229eb,300465,300755,14,1,290,4
0003995b,300495,300775,4,2,280,4
00048c41,185,645,6,3,460,4
000266d2,100255,100365,3,1,110,4
0002d5ec,100225,100425,4,1,200,4
00014ecd,100235,100525,6,0,290,4
00025020,100295,100525,4,1,230,4
0003164f,100445,100615,1,2,170,4
0002e82d,100385,100645,0,1,260,4
000295d4,100445,100725,9,1,280,4
0003b467,100585,100795,12,2,210,4
00026ead,100565,100805,3,1,240,4
0002424c,100515,100845,7,1,330,4
0003ae61,100485,100895,14,2,410,4
0004c277,100635,100945,14,3,310,4
0004b4eb,100705,100985,5,3,280,4
0003d177,100565,101035,15,2,470,4
000214de,100885,101045,2,1,160,4
000301b2,100815,101075,5,2,260,4
0003686f,100785,101155,3,2,370,4
00022955,100955,101305,14,1,350,4
0004eefb,101235,101305,12,3,70,4
0002c439,101025,101345,5,1,320,4
00043a03,101115,101365,0,3,250,4
0003227a,101275,101455,3,2,180,4
0001ad53,101185,101485,9,0,300,4
0001d08c,101415,101565,0,0,150,4
00031f07,101315,101605,7,2,290,4
00020be0,101335,101635,13,1,300,4
00035a99,200365,200465,12,2,100,4
0001ab50,200455,200535,1,0,80,4
000426aa,200605,200805,4,3,200,4
000251d3,200565,200865,6,1,300,4
0002c366,200535,200905,5,1,370,4
00016774,200675,201005,9,0,330,4
00031ecf,300515,300735,15,2,220,4
000229eb,300465,300755,14,1,290,4
0003995b,300495,300775,4,2,280,4
000169b4,400585,400725,1,0,140,4
0004ee18,400545,400825,0,3,280,4
00030767,400555,400875,10,2,320,4
00044b4a,400535,400905,9,3,370,4
0004fc90,400725,400945,1,3,220,4
00041f06,400875,401045,2,3,170,4
000311aa,400585,401095,10,2,510,4
0001da26,400935,401105,6,0,170,4
00047dc9,400765,401145,0,3,380,4
0001b566,401115,401165,4,0,50,4
0004112f,400635,401205,10,3,570,4
0004e62c,400805,401245,1,3,440,4
0001ed67,401245,401285,0,0,40,4
000341b2,400985,401285,5,2,300,4
0004fc13,401265,401395,2,3,130,4
00018f62,401195,401425,13,0,230,4
00017b1d,401055,401465,11,0,410,4
0002868b,401165,401525,10,1,360,4
00023e4d,401355,401725,15,1,370,4
0004296d,401535,401805,15,3,270,4
00034075,401405,401825,8,2,420,4
00049ee5,401415,401895,7,3,480,4
00032fb6,401505,401945,11,2,440,4
0002c607,135,475,8,1,340,15
0002c607,135,475,8,1,340,15
0001fa67,100355,100435,4,0,80,15
00021f95,100235,100475,5,1,240,15
000482d1,100265,100505,15,3,240,15
0003f4b3,100495,100605,3,2,110,15
0001715a,100325,100615,8,0,290,15
000177e4,100555,100655,4,0,100,15
0004351f,100275,100705,10,3,430,15
00029589,100525,100725,13,1,200,15
0001715a,100325,100735,8,0,410,15
0004a236,100245,100745,6,3,500,15
0003bda2,100435,100765,1,2,330,15
00015c88,100655,100855,5,0,200,15
0003bf69,100695,100915,4,2,220,15
0002a8e8,100565,101025,11,1,460,15
0002c607,135,475,8,1,340,15
0001fa67,100355,100435,4,0,80,15
00021f95,100235,100475,5,1,240,15
000482d1,100265,100505,15,3,240,15
0003f4b3,100495,100605,3,2,110,15
0001715a,100325,100615,8,0,290,15
000177e4,100555,100655,4,0,100,15
0004351f,100275,100705,10,3,430,15
00029589,100525,100725,13,1,200,15
0001715a,100325,100735,8,0,410,15
0004a236,100245,100745,6,3,500,15
0003bda2,100435,100765,1,2,330,15
00015c88,100655,100855,5,0,200,15
0003bf69,100695,100915,4,2,220,15
0002a8e8,100565,101025,11,1,460,15
00026f2d,200525,200665,3,1,140,15
0002202a,200365,200705,14,1,340,15
00035264,200435,200715,9,2,280,15
000188e1,200615,200835,6,0,220,15
000409d6,201005,201035,12,3,30,15
000312a5,200725,201045,6,2,320,15
00048776,200915,201115,1,3,200,15
0003ab5e,200885,201225,15,2,340,15
0004ea44,200685,201235,7,3,550,15
00026112,201105,201265,0,1,160,15
0003b096,200975,201265,10,2,290,15
0004ade4,201325,201455,2,3,130,15
00019974,201045,201525,11,0,480,15
000211aa,201185,201545,9,1,360,15
00043e2d,201225,201555,15,3,330,15
00042cee,201275,201595,0,3,320,15
0002b99d,201555,201605,1,1,50,15
00019974,201045,201735,11,0,690,15
00011597,201405,201835,12,0,430,15
0002e550,201275,201855,11,1,580,15
0004f474,201475,201865,11,3,390,15
00018670,201625,201875,6,0,250,15
00034c23,201705,202015,10,2,310,15
00021419,201695,202025,7,1,330,15
00014a8d,201765,202055,12,0,290,15
00017b09,201715,202095,9,0,380,15
00037228,201845,202125,5,2,280,15
0002c607,135,475,8,1,340,15
0001fa67,100355,100435,4,0,80,15
00021f95,100235,100475,5,1,240,15
000482d1,100265,100505,15,3,240,15
0003f4b3,100495,100605,3,2,110,15
0001715a,100325,100615,8,0,290,15
000177e4,100555,100655,4,0,100,15
0004351f,100275,100705,10,3,430,15
00029589,100525,100725,13,1,200,15
0001715a,100325,100735,8,0,410,15
0004a236,100245,100745,6,3,500,15
0003bda2,100435,100765,1,2,330,15
00015c88,100655,100855,5,0,200,15
0003bf69,100695,100915,4,2,220,15
0002a8e8,100565,101025,11,1,460,15
00026f2d,200525,200665,3,1,140,15
