Package,t_envio,t_recibido,emisor,receptor,latencia,p_fifo
000315e3,101455,101605,4,2,150,5
000101a8,101075,101625,15,0,550,5
00021626,101285,101635,3,1,350,5
000236ac,101245,101675,8,1,430,5
000148d1,101515,101755,6,0,240,5
00032fd7,101515,101925,15,2,410,5
0001dd8c,200355,200515,5,0,160,5
0004b1b6,200335,200515,14,3,180,5
00044cc1,200475,200595,12,3,120,5
0002876f,200645,200725,2,1,80,5
00025e65,200395,200765,7,1,370,5
00027a02,200585,200825,13,1,240,5
0003c574,200735,200835,2,2,100,5
0004f7a4,200515,200935,8,3,420,5
0001d6cd,200585,200995,14,0,410,5
0002e676,200675,201055,11,1,380,5
00017093,200695,201155,13,0,460,5
00037173,300445,300565,1,2,120,5
00024126,300515,300625,2,1,110,5
0004b89c,300445,300765,10,3,320,5
00037987,300595,300815,13,2,220,5
00020e5a,300685,300835,4,1,150,5
00030b36,300435,300915,15,2,480,5
00019223,300855,300925,0,0,70,5
0002a4b2,300735,300975,4,1,240,5
0004ac74,300935,301025,3,3,90,5
00023ec9,300875,301065,12,1,190,5
0003dbfb,300975,301095,2,2,120,5
00028023,301075,301165,1,1,90,5
0003f6b1,300785,301175,8,2,390,5
000306bb,300845,301255,6,2,410,5
0001fdb3,300985,301295,12,0,310,5
00042a42,300995,301335,4,3,340,5
0004c123,300955,301545,5,3,590,5
00039dae,301215,301555,0,2,340,5
000304e5,301135,301635,8,2,500,5
0002ad89,301195,301665,7,1,470,5
0003cbed,301135,301675,6,2,540,5
0003e509,400565,400645,3,2,80,5
00017938,400745,400865,4,0,120,5
000215e9,400615,400885,6,1,270,5
0002d4b8,400695,400925,5,1,230,5
0002d620,400805,400985,12,1,180,5
0001f8ca,400885,401105,6,0,220,5
0003a751,400975,401115,1,2,140,5
00037f71,401035,401305,10,2,270,5
0002f2ed,401035,401375,6,1,340,5
00045a34,400955,401375,8,3,420,5
0001c053,155,315,5,0,160,13
0001c053,155,315,5,0,160,13
0003fd0c,100265,100425,13,2,160,13
00044c02,100345,100495,1,3,150,13
000373b9,100335,100525,3,2,190,13
00041496,100225,100595,5,3,370,13
00045d63,100395,100795,15,3,400,13
0003ba21,100455,100805,14,2,350,13
0004bc56,100585,100835,0,3,250,13
00011fbb,100735,100905,6,0,170,13
0004bc56,100585,100975,0,3,390,13
000193f1,100855,101035,12,0,180,13
00029276,100915,101045,1,1,130,13
00040036,101005,101055,3,3,50,13
0002c56c,100645,101125,7,1,480,13
0001a6b7,100545,101155,15,0,610,13
00025c74,100815,101205,8,1,390,13
000396c6,100945,101235,14,2,290,13
0003ea45,100935,101295,5,2,360,13
00042f44,100935,101295,11,3,360,13
00031c7b,100975,101385,7,2,410,13
0001c053,155,315,5,0,160,13
0003fd0c,100265,100425,13,2,160,13
00044c02,100345,100495,1,3,150,13
000373b9,100335,100525,3,2,190,13
00041496,100225,100595,5,3,370,13
00045d63,100395,100795,15,3,400,13
0003ba21,100455,100805,14,2,350,13
0004bc56,100585,100835,0,3,250,13
00011fbb,100735,100905,6,0,170,13
0004bc56,100585,100975,0,3,390,13
000193f1,100855,101035,12,0,180,13
00029276,100915,101045,1,1,130,13
00040036,101005,101055,3,3,50,13
0002c56c,100645,101125,7,1,480,13
0001a6b7,100545,101155,15,0,610,13
00025c74,100815,101205,8,1,390,13
000396c6,100945,101235,14,2,290,13
0003ea45,100935,101295,5,2,360,13
00042f44,100935,101295,11,3,360,13
00031c7b,100975,101385,7,2,410,13
0004cc88,200435,200505,12,3,70,13
00041bb4,200375,200545,14,3,170,13
00024580,200425,200585,3,1,160,13
00043d19,200475,200605,3,3,130,13
0001543b,200555,200625,0,0,70,13
00049fb0,200305,200685,5,3,380,13
0001b559,200735,200815,4,0,80,13
0004259f,200635,200875,15,3,240,13
0001c54d,200475,200925,10,0,450,13
00035e89,200765,201005,13,2,240,13
0003d76c,200655,201105,10,2,450,13
0002d69b,200855,201165,6,1,310,13
0004093f,200915,201175,4,3,260,13
00016467,200995,201245,6,0,250,13
0004e5aa,201095,201275,14,3,180,13
0003edfa,201025,201355,4,2,330,13
00049679,201175,201405,15,3,230,13
00035ba4,201205,201455,13,2,250,13
0004f79a,201325,201465,3,3,140,13
0002ab6e,201265,201505,9,1,240,13
000184c2,201275,201535,3,0,260,13
00021140,201265,201715,9,1,450,13
0001c053,155,315,5,0,160,13
0003fd0c,100265,100425,13,2,160,13
00044c02,100345,100495,1,3,150,13
000373b9,100335,100525,3,2,190,13
00041496,100225,100595,5,3,370,13
00045d63,100395,100795,15,3,400,13
0003ba21,100455,100805,14,2,350,13
0004bc56,100585,100835,0,3,250,13
00011fbb,100735,100905,6,0,170,13
0004bc56,100585,100975,0,3,390,13
000193f1,100855,101035,12,0,180,13
00029276,100915,101045,1,1,130,13
00040036,101005,101055,3,3,50,13
0002c56c,100645,101125,7,1,480,13
0001a6b7,100545,101155,15,0,610,13
00025c74,100815,101205,8,1,390,13
000396c6,100945,101235,14,2,290,13
0003ea45,100935,101295,5,2,360,13
00042f44,100935,101295,11,3,360,13
00031c7b,100975,101385,7,2,410,13
0004cc88,200435,200505,12,3,70,13
00041bb4,200375,200545,14,3,170,13
00024580,200425,200585,3,1,160,13
00043d19,200475,200605,3,3,130,13
0001543b,200555,200625,0,0,70,13
00049fb0,200305,200685,5,3,380,13
0001b559,200735,200815,4,0,80,13
0004259f,200635,200875,15,3,240,13
0001c54d,200475,200925,10,0,450,13
00035e89,200765,201005,13,2,240,13
0003d76c,200655,201105,10,2,450,13
0002d69b,200855,201165,6,1,310,13
0004093f,200915,201175,4,3,260,13
00016467,200995,201245,6,0,250,13
0004e5aa,201095,201275,14,3,180,13
0003edfa,201025,201355,4,2,330,13
00049679,201175,201405,15,3,230,13
00035ba4,201205,201455,13,2,250,13
0004f79a,201325,201465,3,3,140,13
0002ab6e,201265,201505,9,1,240,13
000184c2,201275,201535,3,0,260,13
00021140,201265,201715,9,1,450,13
0002d536,300415,300495,2,1,80,13
0004ed25,300465,300525,12,3,60,13
0001817c,300495,300625,1,0,130,13
00040e80,300485,300645,15,3,160,13
0002106b,300505,300685,13,1,180,13
00044288,300545,300725,12,3,180,13
0001eb98,300625,300885,2,0,260,13
0001d981,300565,301015,11,0,450,13
0001c053,155,315,5,0,160,13
0003fd0c,100265,100425,13,2,160,13
00044c02,100345,100495,1,3,150,13
000373b9,100335,100525,3,2,190,13
00041496,100225,100595,5,3,370,13
00045d63,100395,100795,15,3,400,13
0003ba21,100455,100805,14,2,350,13
0004bc56,100585,100835,0,3,250,13
00011fbb,100735,100905,6,0,170,13
0004bc56,100585,100975,0,3,390,13
000193f1,100855,101035,12,0,180,13
00029276,100915,101045,1,1,130,13
00040036,101005,101055,3,3,50,13
0002c56c,100645,101125,7,1,480,13
0001a6b7,100545,101155,15,0,610,13
00025c74,100815,101205,8,1,390,13
000396c6,100945,101235,14,2,290,13
0003ea45,100935,101295,5,2,360,13
00042f44,100935,101295,11,3,360,13
00031c7b,100975,101385,7,2,410,13
0004cc88,200435,200505,12,3,70,13
00041bb4,200375,200545,14,3,170,13
00024580,200425,200585,3,1,160,13
00043d19,200475,200605,3,3,130,13
0001543b,200555,200625,0,0,70,13
00049fb0,200305,200685,5,3,380,13
0001b559,200735,200815,4,0,80,13
0004259f,200635,200875,15,3,240,13
0001c54d,200475,200925,10,0,450,13
00035e89,200765,201005,13,2,240,13
0003d76c,200655,201105,10,2,450,13
0002d69b,200855,201165,6,1,310,13
0004093f,200915,201175,4,3,260,13
00016467,200995,201245,6,0,250,13
0004e5aa,201095,201275,14,3,180,13
0003edfa,201025,201355,4,2,330,13
00049679,201175,201405,15,3,230,13
00035ba4,201205,201455,13,2,250,13
0004f79a,201325,201465,3,3,140,13
0002ab6e,201265,201505,9,1,240,13
000184c2,201275,201535,3,0,260,13
00021140,201265,201715,9,1,450,13
0002d536,300415,300495,2,1,80,13
0004ed25,300465,300525,12,3,60,13
0001817c,300495,300625,1,0,130,13
00040e80,300485,300645,15,3,160,13
0002106b,300505,300685,13,1,180,13
00044288,300545,300725,12,3,180,13
0001eb98,300625,300885,2,0,260,13
0001d981,300565,301015,11,0,450,13
00032cb8,400575,400675,12,2,100,13
0001a930,400615,400835,6,0,220,13
00024892,400535,400875,8,1,340,13
0001a756,400545,400995,8,0,450,13
00041f7c,400875,401005,1,3,130,13
0001d8be,400735,401075,13,0,340,13
0004bbea,400895,401205,0,3,310,13
000111e8,400665,401215,10,0,550,13
000381a3,400795,401215,9,2,420,13
0003a369,400825,401335,5,2,510,13
00029560,401005,401385,15,1,380,13
0002f12b,401045,401445,5,1,400,13
0004354c,401105,401475,10,3,370,13
0002a93b,401305,401505,3,1,200,13
0004f93f,400935,401515,9,3,580,13
0003b3ae,401255,401605,11,2,350,13
00045d14,401195,401615,4,3,420,13
0003bfaf,401325,401725,3,2,400,13
0004668b,401495,401735,1,3,240,13
000255b6,401405,401755,14,1,350,13
000449c4,401585,401775,3,3,190,13
0004748c,401675,401835,13,3,160,13
000273d1,401695,401985,3,1,290,13
00037e92,401765,401995,0,2,230,13
0001d675,401945,402085,5,0,140,13
000472e6,401975,402095,13,3,120,13
0003b3f9,401805,402115,0,2,310,13
0001d573,401865,402175,12,0,310,13
00038377,401945,402325,10,2,380,13
0001a5f9,401895,402375,10,0,480,13
00028b6f,401945,402385,14,1,440,13
0001586c,401945,402415,11,0,470,13
000156b6,155,335,12,0,180,15
000156b6,155,335,12,0,180,15
00011c03,100205,100305,4,0,100,15
0002a234,100265,100585,15,1,320,15
00010cd6,100375,100595,6,0,220,15
0004910d,100355,100705,9,3,350,15
00022222,100565,100735,5,1,170,15
0001941e,100335,100885,11,0,550,15
0002b613,100675,100895,3,1,220,15
0002243a,100445,100935,15,1,490,15
00025f9a,100605,101055,7,1,450,15
0001aed9,100525,101105,11,0,580,15
000156b6,155,335,12,0,180,15
00011c03,100205,100305,4,0,100,15
0002a234,100265,100585,15,1,320,15
00010cd6,100375,100595,6,0,220,15
0004910d,100355,100705,9,3,350,15
00022222,100565,100735,5,1,170,15
0001941e,100335,100885,11,0,550,15
0002b613,100675,100895,3,1,220,15
0002243a,100445,100935,15,1,490,15
00025f9a,100605,101055,7,1,450,15
0001aed9,100525,101105,11,0,580,15
00028c01,200335,200415,2,1,80,15
000128e3,200355,200455,4,0,100,15
0003d711,200395,200605,0,2,210,15
0003c713,200615,200695,12,2,80,15
0004f8a4,200565,200705,13,3,140,15
0004ed54,200445,200785,5,3,340,15
00030a38,200695,200795,2,2,100,15
000137e2,200765,200815,0,0,50,15
0004216a,200495,200925,6,3,430,15
0002d9d9,200565,200965,8,1,400,15
0001b992,200835,200975,5,0,140,15
000278ee,200815,201095,9,1,280,15
0001f6d6,200915,201125,3,0,210,15
0004c445,201005,201185,14,3,180,15
00016ebb,200915,201275,12,0,360,15
000156b6,155,335,12,0,180,15
00011c03,100205,100305,4,0,100,15
0002a234,100265,100585,15,1,320,15
00010cd6,100375,100595,6,0,220,15
0004910d,100355,100705,9,3,350,15
00022222,100565,100735,5,1,170,15
0001941e,100335,100885,11,0,550,15
0002b613,100675,100895,3,1,220,15
0002243a,100445,100935,15,1,490,15
00025f9a,100605,101055,7,1,450,15
0001aed9,100525,101105,11,0,580,15
00028c01,200335,200415,2,1,80,15
000128e3,200355,200455,4,0,100,15
0003d711,200395,200605,0,2,210,15
0003c713,200615,200695,12,2,80,15
0004f8a4,200565,200705,13,3,140,15
0004ed54,200445,200785,5,3,340,15
00030a38,200695,200795,2,2,100,15
000137e2,200765,200815,0,0,50,15
0004216a,200495,200925,6,3,430,15
0002d9d9,200565,200965,8,1,400,15
0001b992,200835,200975,5,0,140,15
000278ee,200815,201095,9,1,280,15
0001f6d6,200915,201125,3,0,210,15
0004c445,201005,201185,14,3,180,15
00016ebb,200915,201275,12,0,360,15
00047955,300396,300435,3,3,39,15
00032dc3,300465,300625,13,2,160,15
00013618,300655,300815,5,0,160,15
00027f62,300555,300895,8,1,340,15
00011c14,300615,300945,14,0,330,15
00015266,300825,301025,2,0,200,15
00033147,300825,301055,2,2,230,15
00034a3b,300855,301115,13,2,260,15
00015266,300825,301145,2,0,320,15
0002b6da,300825,301155,6,1,330,15
0003fbb3,301025,301155,1,2,130,15
00031e47,300735,301235,9,2,500,15
0001d2cd,300845,301255,3,0,410,15
00029761,300825,301275,6,1,450,15
000184a4,300925,301295,7,0,370,15
00033427,300865,301335,15,2,470,15
00035e7e,300955,301435,5,2,480,15
000156b6,155,335,12,0,180,15
00011c03,100205,100305,4,0,100,15
0002a234,100265,100585,15,1,320,15
00010cd6,100375,100595,6,0,220,15
0004910d,100355,100705,9,3,350,15
00022222,100565,100735,5,1,170,15
0001941e,100335,100885,11,0,550,15
0002b613,100675,100895,3,1,220,15
0002243a,100445,100935,15,1,490,15
00025f9a,100605,101055,7,1,450,15
0001aed9,100525,101105,11,0,580,15
00028c01,200335,200415,2,1,80,15
000128e3,200355,200455,4,0,100,15
0003d711,200395,200605,0,2,210,15
0003c713,200615,200695,12,2,80,15
0004f8a4,200565,200705,13,3,140,15
0004ed54,200445,200785,5,3,340,15
00030a38,200695,200795,2,2,100,15
000137e2,200765,200815,0,0,50,15
0004216a,200495,200925,6,3,430,15
0002d9d9,200565,200965,8,1,400,15
0001b992,200835,200975,5,0,140,15
000278ee,200815,201095,9,1,280,15
0001f6d6,200915,201125,3,0,210,15
0004c445,201005,201185,14,3,180,15
00016ebb,200915,201275,12,0,360,15
00047955,300396,300435,3,3,39,15
00032dc3,300465,300625,13,2,160,15
00013618,300655,300815,5,0,160,15
00027f62,300555,300895,8,1,340,15
00011c14,300615,300945,14,0,330,15
00015266,300825,301025,2,0,200,15
00033147,300825,301055,2,2,230,15
00034a3b,300855,301115,13,2,260,15
00015266,300825,301145,2,0,320,15
0002b6da,300825,301155,6,1,330,15
0003fbb3,301025,301155,1,2,130,15
00031e47,300735,301235,9,2,500,15
0001d2cd,300845,301255,3,0,410,15
00029761,300825,301275,6,1,450,15
000184a4,300925,301295,7,0,370,15
00033427,300865,301335,15,2,470,15
00035e7e,300955,301435,5,2,480,15
0002813c,400575,400615,1,1,40,15
00036d72,400645,400825,1,2,180,15
00030e7f,400735,400905,13,2,170,15
0003336d,400645,400945,1,2,300,15
00033d41,125,405,15,2,280,11
00033d41,125,405,15,2,280,11
00014e7d,100385,100465,1,0,80,11
0002d6e5,100335,100505,13,1,170,11
000152c4,100485,100555,4,0,70,11
00046c9e,100225,100565,15,3,340,11
00034cf1,100295,100635,15,2,340,11
0002ff14,100535,100745,5,1,210,11
00011acc,100455,100775,12,0,320,11
000283d9,100675,100825,12,1,150,11
00034d91,100715,100865,2,2,150,11
00019cd8,100675,100895,1,0,220,11
00027aa0,100725,100965,5,1,240,11
00021b00,100895,101065,2,1,170,11
0004a8a2,100565,101115,8,3,550,11
00032d2b,100825,101165,6,2,340,11
00033d41,125,405,15,2,280,11
00014e7d,100385,100465,1,0,80,11
0002d6e5,100335,100505,13,1,170,11
000152c4,100485,100555,4,0,70,11
00046c9e,100225,100565,15,3,340,11
00034cf1,100295,100635,15,2,340,11
0002ff14,100535,100745,5,1,210,11
00011acc,100455,100775,12,0,320,11
000283d9,100675,100825,12,1,150,11
00034d91,100715,100865,2,2,150,11
00019cd8,100675,100895,1,0,220,11
00027aa0,100725,100965,5,1,240,11
00021b00,100895,101065,2,1,170,11
0004a8a2,100565,101115,8,3,550,11
00032d2b,100825,101165,6,2,340,11
0004e4cc,100775,101235,5,3,460,11
00018d2d,100615,101355,14,0,740,11
00047089,101295,101365,2,3,70,11
000281dd,100585,101385,11,1,800,11
00023dce,101135,101425,9,1,290,11
000310e0,101175,101425,4,2,250,11
000120e8,101065,101505,11,0,440,11
0001cc1d,100985,101585,12,0,600,11
0001da3f,101245,101665,9,0,420,11
0003e34c,100975,101685,15,2,710,11
00017ca2,101335,101705,10,0,370,11
0002ea1d,101045,101725,12,1,680,11
0001a329,100735,101785,15,0,1050,11
00017ca2,101335,101825,10,0,490,11
0001f98c,200455,200495,0,0,40,11
00022a47,200505,200585,2,1,80,11
00031561,200335,200615,4,2,280,11
00011f56,200635,200705,0,0,70,11
0002fddf,200565,200705,2,1,140,11
0003ad31,200385,200735,5,2,350,11
0002a2e6,200525,200835,7,1,310,11
00023d53,200775,200915,3,1,140,11
0002ad98,200855,200975,4,1,120,11
0003a7cd,200965,201035,2,2,70,11
0003f27d,200895,201075,3,2,180,11
00034a65,200825,201115,14,2,290,11
000270bd,200725,201145,10,1,420,11
00039cee,200985,201215,12,2,230,11
00048899,200845,201245,6,3,400,11
00037cc0,200715,201255,9,2,540,11
00039a2b,201015,201335,12,2,320,11
00033d41,125,405,15,2,280,11
00014e7d,100385,100465,1,0,80,11
0002d6e5,100335,100505,13,1,170,11
000152c4,100485,100555,4,0,70,11
00046c9e,100225,100565,15,3,340,11
00034cf1,100295,100635,15,2,340,11
0002ff14,100535,100745,5,1,210,11
00011acc,100455,100775,12,0,320,11
000283d9,100675,100825,12,1,150,11
00034d91,100715,100865,2,2,150,11
00019cd8,100675,100895,1,0,220,11
00027aa0,100725,100965,5,1,240,11
00021b00,100895,101065,2,1,170,11
0004a8a2,100565,101115,8,3,550,11
00032d2b,100825,101165,6,2,340,11
0004e4cc,100775,101235,5,3,460,11
00018d2d,100615,101355,14,0,740,11
00047089,101295,101365,2,3,70,11
000281dd,100585,101385,11,1,800,11
00023dce,101135,101425,9,1,290,11
000310e0,101175,101425,4,2,250,11
000120e8,101065,101505,11,0,440,11
0001cc1d,100985,101585,12,0,600,11
0001da3f,101245,101665,9,0,420,11
0003e34c,100975,101685,15,2,710,11
00017ca2,101335,101705,10,0,370,11
0002ea1d,101045,101725,12,1,680,11
0001a329,100735,101785,15,0,1050,11
00017ca2,101335,101825,10,0,490,11
0001f98c,200455,200495,0,0,40,11
00022a47,200505,200585,2,1,80,11
00031561,200335,200615,4,2,280,11
00011f56,200635,200705,0,0,70,11
0002fddf,200565,200705,2,1,140,11
0003ad31,200385,200735,5,2,350,11
0002a2e6,200525,200835,7,1,310,11
00023d53,200775,200915,3,1,140,11
0002ad98,200855,200975,4,1,120,11
0003a7cd,200965,201035,2,2,70,11
0003f27d,200895,201075,3,2,180,11
00034a65,200825,201115,14,2,290,11
000270bd,200725,201145,10,1,420,11
00039cee,200985,201215,12,2,230,11
00048899,200845,201245,6,3,400,11
00037cc0,200715,201255,9,2,540,11
00039a2b,201015,201335,12,2,320,11
0003962d,300475,300575,12,2,100,11
0001f3c4,300435,300735,9,0,300,11
000213fc,300725,300815,4,1,90,11
00044d3e,300765,300835,3,3,70,11
0001cfef,300645,300855,6,0,210,11
00016a49,300785,300895,4,0,110,11
000264ac,300555,300895,9,1,340,11
00039d18,300475,300925,15,2,450,11
0001266a,300515,300955,12,0,440,11
0001cfef,300645,300995,6,0,350,11
0002262e,300515,300995,15,1,480,11
0004d450,300785,301025,10,3,240,11
00024430,300955,301065,4,1,110,11
00030937,300785,301085,13,2,300,11
00033d41,125,405,15,2,280,11
00014e7d,100385,100465,1,0,80,11
0002d6e5,100335,100505,13,1,170,11
000152c4,100485,100555,4,0,70,11
00046c9e,100225,100565,15,3,340,11
00034cf1,100295,100635,15,2,340,11
0002ff14,100535,100745,5,1,210,11
00011acc,100455,100775,12,0,320,11
000283d9,100675,100825,12,1,150,11
00034d91,100715,100865,2,2,150,11
00019cd8,100675,100895,1,0,220,11
00027aa0,100725,100965,5,1,240,11
00021b00,100895,101065,2,1,170,11
0004a8a2,100565,101115,8,3,550,11
00032d2b,100825,101165,6,2,340,11
0004e4cc,100775,101235,5,3,460,11
00018d2d,100615,101355,14,0,740,11
00047089,101295,101365,2,3,70,11
000281dd,100585,101385,11,1,800,11
00023dce,101135,101425,9,1,290,11
000310e0,101175,101425,4,2,250,11
000120e8,101065,101505,11,0,440,11
0001cc1d,100985,101585,12,0,600,11
0001da3f,101245,101665,9,0,420,11
0003e34c,100975,101685,15,2,710,11
00017ca2,101335,101705,10,0,370,11
0002ea1d,101045,101725,12,1,680,11
0001a329,100735,101785,15,0,1050,11
00017ca2,101335,101825,10,0,490,11
0001f98c,200455,200495,0,0,40,11
00022a47,200505,200585,2,1,80,11
00031561,200335,200615,4,2,280,11
00011f56,200635,200705,0,0,70,11
0002fddf,200565,200705,2,1,140,11
0003ad31,200385,200735,5,2,350,11
0002a2e6,200525,200835,7,1,310,11
00023d53,200775,200915,3,1,140,11
0002ad98,200855,200975,4,1,120,11
0003a7cd,200965,201035,2,2,70,11
0003f27d,200895,201075,3,2,180,11
00034a65,200825,201115,14,2,290,11
000270bd,200725,201145,10,1,420,11
00039cee,200985,201215,12,2,230,11
00048899,200845,201245,6,3,400,11
00037cc0,200715,201255,9,2,540,11
00039a2b,201015,201335,12,2,320,11
0003962d,300475,300575,12,2,100,11
0001f3c4,300435,300735,9,0,300,11
000213fc,300725,300815,4,1,90,11
00044d3e,300765,300835,3,3,70,11
0001cfef,300645,300855,6,0,210,11
00016a49,300785,300895,4,0,110,11
000264ac,300555,300895,9,1,340,11
00039d18,300475,300925,15,2,450,11
0001266a,300515,300955,12,0,440,11
0001cfef,300645,300995,6,0,350,11
0002262e,300515,300995,15,1,480,11
0004d450,300785,301025,10,3,240,11
00024430,300955,301065,4,1,110,11
00030937,300785,301085,13,2,300,11
0004aeba,300915,301175,15,3,260,11
00036535,300855,301185,11,2,330,11
00036189,300845,301295,10,2,450,11
000254f7,301035,301335,9,1,300,11
0003dcd6,300635,301335,7,2,700,11
0004d2db,301105,301375,11,3,270,11
000291cb,301225,301445,3,1,220,11
0001e5c4,301125,301555,9,0,430,11
00045a86,301215,301565,15,3,350,11
00039804,301125,301575,8,2,450,11
0002c656,301285,301585,12,1,300,11
000189f4,301215,301595,6,0,380,11
00043b01,301145,301665,10,3,520,11
0004cd7c,301215,301865,7,3,650,11
0004e051,301295,302065,6,3,770,11
00011679,400555,400705,3,0,150,11
00020b97,400645,400815,4,1,170,11
0001d999,400825,400985,4,0,160,11
000287da,400735,401015,13,1,280,11
00048a91,400665,401025,4,3,360,11
0002b92b,400985,401115,3,1,130,11
00024ae9,400905,401155,5,1,250,11
0004e837,400755,401205,6,3,450,11
00020db2,155,195,1,1,40,16
00020db2,155,195,1,1,40,16
0003642c,100275,100475,0,2,200,16
00038f67,100365,100625,4,2,260,16
00037609,100565,100665,2,2,100,16
0003a6e8,100645,100755,1,2,110,16
0001db55,100455,100785,7,0,330,16
000435b0,100555,100815,11,3,260,16
000326ee,100395,100825,7,2,430,16
0003f53b,100685,100865,0,2,180,16
0003bf1e,100575,100965,9,2,390,16
000412a4,100675,100965,5,3,290,16
0001b651,100675,101055,7,0,380,16
00041b82,100545,101065,7,3,520,16
00024ea7,100685,101075,8,1,390,16
0003a29e,100765,101075,5,2,310,16
00026e3e,100835,101175,13,1,340,16
0004dbf1,100745,101215,15,3,470,16
0002c541,100885,101435,15,1,550,16
00020db2,155,195,1,1,40,16
0003642c,100275,100475,0,2,200,16
00038f67,100365,100625,4,2,260,16
00037609,100565,100665,2,2,100,16
0003a6e8,100645,100755,1,2,110,16
0001db55,100455,100785,7,0,330,16
000435b0,100555,100815,11,3,260,16
000326ee,100395,100825,7,2,430,16
0003f53b,100685,100865,0,2,180,16
0003bf1e,100575,100965,9,2,390,16
000412a4,100675,100965,5,3,290,16
0001b651,100675,101055,7,0,380,16
00041b82,100545,101065,7,3,520,16
00024ea7,100685,101075,8,1,390,16
0003a29e,100765,101075,5,2,310,16
00026e3e,100835,101175,13,1,340,16
0004dbf1,100745,101215,15,3,470,16
0002c541,100885,101435,15,1,550,16
000488db,200365,200405,3,3,40,16
00034a33,200385,200505,1,2,120,16
00020db2,155,195,1,1,40,16
0003642c,100275,100475,0,2,200,16
00038f67,100365,100625,4,2,260,16
00037609,100565,100665,2,2,100,16
0003a6e8,100645,100755,1,2,110,16
0001db55,100455,100785,7,0,330,16
000435b0,100555,100815,11,3,260,16
000326ee,100395,100825,7,2,430,16
0003f53b,100685,100865,0,2,180,16
0003bf1e,100575,100965,9,2,390,16
000412a4,100675,100965,5,3,290,16
0001b651,100675,101055,7,0,380,16
00041b82,100545,101065,7,3,520,16
00024ea7,100685,101075,8,1,390,16
0003a29e,100765,101075,5,2,310,16
00026e3e,100835,101175,13,1,340,16
0004dbf1,100745,101215,15,3,470,16
0002c541,100885,101435,15,1,550,16
000488db,200365,200405,3,3,40,16
00034a33,200385,200505,1,2,120,16
0003557d,300435,300535,12,2,100,16
00034abc,300505,300735,10,2,230,16
0001a5d3,300595,300755,5,0,160,16
0002df06,300535,300855,15,1,320,16
00045741,300815,300855,12,3,40,16
0003ecfb,300715,300915,3,2,200,16
0002de2d,300755,300995,5,1,240,16
0002feba,300665,301035,11,1,370,16
0002dc3b,300885,301095,4,1,210,16
0003f991,300965,301355,8,2,390,16
00035d87,301175,301475,4,2,300,16
00019a61,300975,301515,14,0,540,16
0003cee1,301405,301515,2,2,110,16
0003c4b1,301225,301575,0,2,350,16
000285b7,301055,301615,6,1,560,16
0001da07,301475,301665,6,0,190,16
000200bc,301465,301715,5,1,250,16
0001a80d,301435,301745,2,0,310,16
0002b341,301765,301855,0,1,90,16
00011d81,301315,301875,12,0,560,16
0004c325,301405,301875,0,3,470,16
0002dba0,301135,301915,14,1,780,16
000233d7,301535,301955,14,1,420,16
000379c0,301585,301995,14,2,410,16
00029495,301605,302035,3,1,430,16
000236f2,301655,302155,3,1,500,16
00046799,301765,302205,10,3,440,16
0004fb0f,301755,302245,8,3,490,16
0002e928,301565,302255,11,1,690,16
00020db2,155,195,1,1,40,16
0003642c,100275,100475,0,2,200,16
00038f67,100365,100625,4,2,260,16
00037609,100565,100665,2,2,100,16
0003a6e8,100645,100755,1,2,110,16
0001db55,100455,100785,7,0,330,16
000435b0,100555,100815,11,3,260,16
000326ee,100395,100825,7,2,430,16
0003f53b,100685,100865,0,2,180,16
0003bf1e,100575,100965,9,2,390,16
000412a4,100675,100965,5,3,290,16
0001b651,100675,101055,7,0,380,16
00041b82,100545,101065,7,3,520,16
00024ea7,100685,101075,8,1,390,16
0003a29e,100765,101075,5,2,310,16
00026e3e,100835,101175,13,1,340,16
0004dbf1,100745,101215,15,3,470,16
0002c541,100885,101435,15,1,550,16
000488db,200365,200405,3,3,40,16
00034a33,200385,200505,1,2,120,16
0003557d,300435,300535,12,2,100,16
00034abc,300505,300735,10,2,230,16
0001a5d3,300595,300755,5,0,160,16
0002df06,300535,300855,15,1,320,16
00045741,300815,300855,12,3,40,16
0003ecfb,300715,300915,3,2,200,16
0002de2d,300755,300995,5,1,240,16
0002feba,300665,301035,11,1,370,16
0002dc3b,300885,301095,4,1,210,16
0003f991,300965,301355,8,2,390,16
00035d87,301175,301475,4,2,300,16
00019a61,300975,301515,14,0,540,16
0003cee1,301405,301515,2,2,110,16
0003c4b1,301225,301575,0,2,350,16
000285b7,301055,301615,6,1,560,16
0001da07,301475,301665,6,0,190,16
000200bc,301465,301715,5,1,250,16
0001a80d,301435,301745,2,0,310,16
0002b341,301765,301855,0,1,90,16
00011d81,301315,301875,12,0,560,16
0004c325,301405,301875,0,3,470,16
0002dba0,301135,301915,14,1,780,16
000233d7,301535,301955,14,1,420,16
000379c0,301585,301995,14,2,410,16
00029495,301605,302035,3,1,430,16
000236f2,301655,302155,3,1,500,16
00046799,301765,302205,10,3,440,16
0004fb0f,301755,302245,8,3,490,16
0002e928,301565,302255,11,1,690,16
00028e1f,301745,302355,11,1,610,16
0002b010,400585,400815,6,1,230,16
0002b010,400585,400915,6,1,330,16
0003d5d9,400675,401135,6,2,460,16
0001ec88,96,175,1,0,79,14
0001ec88,96,175,1,0,79,14
0003d67f,100285,100325,2,2,40,14
00025578,100415,100615,13,1,200,14
